RecordingTime,PEC_Measured_Current,PEC_Measured_Power,PEC_Measured_Voltage,Batt_SOC_Calculated,Frm_Temperature_Limit,Batt_Temp_Cell,Batt_Temp_NegPost,Batt_Temp_PosPost,PEC_Accumulated_Current_In,PEC_Accumulated_Current_Out,Week_Counter,Test_Position_Timer,Test_Postn_Tmr_min,TC_Loop1PV,TC_Loop1SP,TC_Loop2PV,TC_Loop2SP,Batt_SOC_Req,PEC_Accumulated_Current_Total,PEC_Accumulated_Power_In,PEC_Accumulated_Power_Out,PEC_Accumulated_Power_Total,LoopCnt1,Batt_Chrg_Capacity_Ah,Batt_Chrg_Capacity_kWh,Batt_Dischrg_Capacity_Ah,Batt_Dischrg_Capacity_kWh,Batt_Throughput_Ah,Batt_Throughput_kWh
s,A,kW,V,%,-,°C,°C,°C,Ah,Ah,-,-,min,°C,°C,-,-,%,Ah,kWh,kWh,kWh,-,Ah,kWh,Ah,kWh,Ah,kWh
Double,Float,Float,Float,Float,Long,Float,Float,Float,Double,Double,Long,Long,Float,Float,Float,Float,Float,Float,Float,Double,Double,Float,Long,Float,Float,Float,Float,Double,Double
1340.3,-3.726457,-0.013887,3.726494,45.46,0,26.44,10000000000.00,27.81,9.890356,-7.448032,1,1340470,22.34,24.9,25.0,0.0,-1.0,50.00,2.442324,0.039586,-0.025913,0.013673,1,5.4209,0.0213,5.3719,0.0198,17.338388,0.065499
1340.4,-3.822892,-0.014242,3.725363,45.46,0,26.58,10000000000.00,27.78,9.890356,-7.448138,1,1340570,22.34,24.9,25.0,0.0,-1.0,50.00,2.442219,0.039586,-0.025913,0.013673,1,5.4209,0.0213,5.3719,0.0198,17.338494,0.065499
1340.5,-3.890601,-0.014490,3.724392,45.46,0,26.59,10000000000.00,27.70,9.890356,-7.448245,1,1340670,22.34,24.9,25.0,0.0,-1.0,50.00,2.442111,0.039586,-0.025914,0.013672,1,5.4209,0.0213,5.3719,0.0198,17.338601,0.065500
1340.6,-3.982932,-0.014831,3.723584,45.46,0,26.55,10000000000.00,27.78,9.890356,-7.448355,1,1340770,22.35,24.9,25.0,0.0,-1.0,50.00,2.442001,0.039586,-0.025914,0.013672,1,5.4209,0.0213,5.3719,0.0198,17.338711,0.065500
1340.7,-4.050642,-0.015080,3.722776,45.46,0,26.51,10000000000.00,27.73,9.890356,-7.448467,1,1340870,22.35,24.9,25.0,0.0,-1.0,50.00,2.441889,0.039586,-0.025915,0.013671,1,5.4209,0.0213,5.3719,0.0198,17.338823,0.065501
1340.8,-4.145025,-0.015427,3.721806,45.45,0,26.56,10000000000.00,27.80,9.890356,-7.448581,1,1340970,22.35,24.9,25.0,0.0,-1.0,50.00,2.441775,0.039586,-0.025915,0.013671,1,5.4209,0.0213,5.3719,0.0198,17.338937,0.065501
1340.9,-4.214786,-0.015683,3.720997,45.45,0,26.59,10000000000.00,27.80,9.890356,-7.448698,1,1341070,22.35,24.9,25.0,0.0,-1.0,50.00,2.441658,0.039586,-0.025916,0.013670,1,5.4209,0.0213,5.3719,0.0198,17.339054,0.065501
1341,-4.309169,-0.016029,3.719704,45.45,0,26.55,10000000000.00,27.71,9.890356,-7.448817,1,1341170,22.35,24.9,25.0,0.0,-1.0,50.00,2.441540,0.039586,-0.025916,0.013670,1,5.4209,0.0213,5.3719,0.0198,17.339173,0.065502
1341.1,-4.372775,-0.016262,3.718896,45.45,0,26.46,10000000000.00,27.79,9.890356,-7.448938,1,1341270,22.35,24.9,25.0,0.0,-1.0,50.00,2.441419,0.039586,-0.025916,0.013670,1,5.4209,0.0213,5.3719,0.0198,17.339294,0.065502
1341.2,-1.621307,-0.006072,3.745086,45.45,0,26.57,10000000000.00,27.67,9.890356,-7.449006,1,1341370,22.36,24.9,25.0,0.0,-1.0,50.00,2.441350,0.039586,-0.025917,0.013669,1,5.4209,0.0213,5.3719,0.0198,17.339362,0.065503
1341.3,-2.173242,-0.008129,3.740398,45.45,0,26.49,10000000000.00,27.51,9.890356,-7.449061,1,1341470,22.36,24.9,25.0,0.0,-1.0,50.00,2.441295,0.039586,-0.025917,0.013669,1,5.4209,0.0213,5.3719,0.0198,17.339417,0.065503
1341.4,-2.105533,-0.007877,3.741044,45.44,0,26.57,10000000000.00,27.73,9.890356,-7.449120,1,1341570,22.36,24.9,25.0,0.0,-1.0,50.00,2.441236,0.039586,-0.025917,0.013669,1,5.4209,0.0213,5.3719,0.0198,17.339477,0.065503
1341.5,-2.142465,-0.008015,3.740883,45.44,0,26.54,10000000000.00,27.60,9.890356,-7.449180,1,1341670,22.36,24.9,25.0,0.0,-1.0,50.00,2.441176,0.039586,-0.025917,0.013669,1,5.4209,0.0213,5.3719,0.0198,17.339536,0.065503
1341.6,-2.171190,-0.008121,3.740559,45.44,0,26.66,10000000000.00,27.69,9.890356,-7.449240,1,1341770,22.36,24.9,25.0,0.0,-1.0,50.00,2.441116,0.039586,-0.025918,0.013668,1,5.4209,0.0213,5.3719,0.0198,17.339596,0.065503
1341.7,-2.193760,-0.008206,3.740398,45.44,0,26.52,10000000000.00,27.54,9.890356,-7.449300,1,1341870,22.36,24.9,25.0,0.0,-1.0,50.00,2.441056,0.039586,-0.025918,0.013668,1,5.4209,0.0213,5.3719,0.0198,17.339656,0.065504
1341.8,-2.218382,-0.008297,3.740074,45.44,0,26.47,10000000000.00,27.67,9.890356,-7.449362,1,1341970,22.37,24.9,25.0,0.0,-1.0,50.00,2.440994,0.039586,-0.025918,0.013668,1,5.4209,0.0213,5.3719,0.0198,17.339718,0.065504
1341.9,-2.243003,-0.008389,3.739913,45.44,0,26.57,10000000000.00,27.74,9.890356,-7.449424,1,1342070,22.37,24.9,25.0,0.0,-1.0,50.00,2.440932,0.039586,-0.025918,0.013668,1,5.4209,0.0213,5.3719,0.0198,17.339780,0.065504
1342,-2.271729,-0.008495,3.739589,45.44,0,26.45,10000000000.00,27.65,9.890356,-7.449487,1,1342170,22.37,24.9,25.0,0.0,-1.0,50.00,2.440869,0.039586,-0.025918,0.013667,1,5.4209,0.0213,5.3719,0.0198,17.339843,0.065504
1342.1,-2.294298,-0.008579,3.739428,45.44,0,26.52,10000000000.00,27.69,9.890356,-7.449550,1,1342270,22.37,24.9,25.0,0.0,-1.0,50.00,2.440806,0.039586,-0.025919,0.013667,1,5.4209,0.0213,5.3719,0.0198,17.339906,0.065505
1342.2,-2.499479,-0.009341,3.737326,45.43,0,26.56,10000000000.00,27.69,9.890356,-7.449618,1,1342370,22.37,24.9,25.0,0.0,-1.0,50.00,2.440738,0.039586,-0.025919,0.013667,1,5.4209,0.0213,5.3719,0.0198,17.339974,0.065505
1342.3,-2.491271,-0.009311,3.737326,45.43,0,26.51,10000000000.00,27.64,9.890356,-7.449687,1,1342470,22.37,24.9,25.0,0.0,-1.0,50.00,2.440669,0.039586,-0.025919,0.013667,1,5.4209,0.0213,5.3719,0.0198,17.340043,0.065505
1342.4,-2.524100,-0.009433,3.737003,45.43,0,26.61,10000000000.00,27.62,9.890356,-7.449757,1,1342570,22.38,24.9,25.0,0.0,-1.0,50.00,2.440599,0.039586,-0.025919,0.013666,1,5.4209,0.0213,5.3719,0.0198,17.340113,0.065505
1342.5,-2.552826,-0.009539,3.736679,45.43,0,26.63,10000000000.00,27.71,9.890356,-7.449828,1,1342670,22.38,24.9,25.0,0.0,-1.0,50.00,2.440528,0.039586,-0.025920,0.013666,1,5.4209,0.0213,5.3719,0.0198,17.340184,0.065506
1342.6,-2.581551,-0.009645,3.736194,45.43,0,26.59,10000000000.00,27.76,9.890356,-7.449899,1,1342770,22.38,24.9,25.0,0.0,-1.0,50.00,2.440457,0.039586,-0.025920,0.013666,1,5.4209,0.0213,5.3719,0.0198,17.340255,0.065506
1342.7,-2.610276,-0.009752,3.735871,45.43,0,26.52,10000000000.00,27.71,9.890356,-7.449971,1,1342870,22.38,24.9,25.0,0.0,-1.0,50.00,2.440385,0.039586,-0.025920,0.013666,1,5.4209,0.0213,5.3719,0.0198,17.340327,0.065506
1342.8,-2.639001,-0.009858,3.735548,45.43,0,26.61,10000000000.00,27.73,9.890356,-7.450044,1,1342970,22.38,24.9,25.0,0.0,-1.0,50.00,2.440312,0.039586,-0.025921,0.013665,1,5.4209,0.0213,5.3719,0.0198,17.340400,0.065506
1342.9,-2.663623,-0.009949,3.735224,45.43,0,26.52,10000000000.00,27.76,9.890356,-7.450118,1,1343070,22.38,24.9,25.0,0.0,-1.0,50.00,2.440238,0.039586,-0.025921,0.013665,1,5.4209,0.0213,5.3719,0.0198,17.340474,0.065507
1343,-2.692348,-0.010056,3.734901,45.42,0,26.49,10000000000.00,27.71,9.890356,-7.450193,1,1343170,22.39,24.9,25.0,0.0,-1.0,50.00,2.440163,0.039586,-0.025921,0.013665,1,5.4209,0.0213,5.3719,0.0198,17.340549,0.065507
1343.1,-2.721073,-0.010163,3.734739,45.42,0,26.56,10000000000.00,27.75,9.890356,-7.450268,1,1343270,22.39,24.9,25.0,0.0,-1.0,50.00,2.440088,0.039586,-0.025921,0.013665,1,5.4209,0.0213,5.3719,0.0198,17.340624,0.065507
1343.2,-2.366112,-0.008844,3.737811,45.42,0,26.56,10000000000.00,27.71,9.890356,-7.450337,1,1343370,22.39,24.9,25.0,0.0,-1.0,50.00,2.440019,0.039586,-0.025922,0.013664,1,5.4209,0.0213,5.3719,0.0198,17.340693,0.065508
1343.3,-2.458443,-0.009188,3.737164,45.42,0,26.59,10000000000.00,27.61,9.890356,-7.450404,1,1343470,22.39,24.9,25.0,0.0,-1.0,50.00,2.439952,0.039586,-0.025922,0.013664,1,5.4209,0.0213,5.3719,0.0198,17.340760,0.065508
1343.4,-2.474857,-0.009249,3.737003,45.42,0,26.51,10000000000.00,27.72,9.890356,-7.450473,1,1343570,22.39,24.9,25.0,0.0,-1.0,50.00,2.439883,0.039586,-0.025922,0.013664,1,5.4209,0.0213,5.3719,0.0198,17.340829,0.065508
1343.5,-2.495375,-0.009325,3.736841,45.42,0,26.54,10000000000.00,27.65,9.890356,-7.450542,1,1343670,22.39,24.9,25.0,0.0,-1.0,50.00,2.439814,0.039586,-0.025922,0.013664,1,5.4209,0.0213,5.3719,0.0198,17.340898,0.065508
1343.6,-2.517945,-0.009408,3.736356,45.42,0,26.49,10000000000.00,27.67,9.890356,-7.450612,1,1343770,22.40,24.9,25.0,0.0,-1.0,50.00,2.439744,0.039586,-0.025923,0.013663,1,5.4209,0.0213,5.3719,0.0198,17.340968,0.065509
1343.7,-2.538463,-0.009484,3.736194,45.42,0,26.55,10000000000.00,27.71,9.890356,-7.450682,1,1343870,22.40,24.9,25.0,0.0,-1.0,50.00,2.439674,0.039586,-0.025923,0.013663,1,5.4209,0.0213,5.3719,0.0198,17.341038,0.065509
1343.8,-2.563085,-0.009575,3.735871,45.41,0,26.43,10000000000.00,27.62,9.890356,-7.450753,1,1343970,22.40,24.9,25.0,0.0,-1.0,50.00,2.439603,0.039586,-0.025923,0.013663,1,5.4209,0.0213,5.3719,0.0198,17.341109,0.065509
1343.9,-2.587706,-0.009667,3.735548,45.41,0,26.47,10000000000.00,27.69,9.890356,-7.450825,1,1344070,22.40,24.9,25.0,0.0,-1.0,50.00,2.439531,0.039586,-0.025923,0.013662,1,5.4209,0.0213,5.3719,0.0198,17.341181,0.065509
1344,-2.608224,-0.009743,3.735386,45.41,0,26.52,10000000000.00,27.68,9.890356,-7.450897,1,1344170,22.40,24.9,25.0,0.0,-1.0,50.00,2.439459,0.039586,-0.025924,0.013662,1,5.4209,0.0213,5.3719,0.0198,17.341253,0.065510
1344.1,-2.630794,-0.009826,3.734901,45.41,0,26.58,10000000000.00,27.70,9.890356,-7.450970,1,1344270,22.40,24.9,25.0,0.0,-1.0,50.00,2.439386,0.039586,-0.025924,0.013662,1,5.4209,0.0213,5.3719,0.0198,17.341326,0.065510
1344.2,-2.249159,-0.008409,3.738619,45.41,0,26.57,10000000000.00,27.66,9.890356,-7.451036,1,1344370,22.41,24.9,25.0,0.0,-1.0,50.00,2.439320,0.039586,-0.025924,0.013662,1,5.4209,0.0213,5.3719,0.0198,17.341392,0.065510
1344.3,-2.343542,-0.008760,3.737973,45.41,0,26.51,10000000000.00,27.61,9.890356,-7.451100,1,1344470,22.41,24.9,25.0,0.0,-1.0,50.00,2.439256,0.039586,-0.025924,0.013661,1,5.4209,0.0213,5.3719,0.0198,17.341456,0.065510
1344.4,-2.349697,-0.008782,3.737488,45.41,0,26.53,10000000000.00,27.65,9.890356,-7.451165,1,1344570,22.41,24.9,25.0,0.0,-1.0,50.00,2.439191,0.039586,-0.025925,0.013661,1,5.4209,0.0213,5.3719,0.0198,17.341521,0.065511
1344.5,-2.370215,-0.008858,3.737326,45.40,0,26.60,10000000000.00,27.68,9.890356,-7.451231,1,1344670,22.41,24.9,25.0,0.0,-1.0,50.00,2.439125,0.039586,-0.025925,0.013661,1,5.4209,0.0213,5.3719,0.0198,17.341587,0.065511
1344.6,-2.386630,-0.008919,3.737164,45.40,0,26.53,10000000000.00,27.72,9.890356,-7.451297,1,1344770,22.41,24.9,25.0,0.0,-1.0,50.00,2.439059,0.039586,-0.025925,0.013661,1,5.4209,0.0213,5.3719,0.0198,17.341653,0.065511
1344.7,-2.405096,-0.008988,3.737003,45.40,0,26.52,10000000000.00,27.69,9.890356,-7.451364,1,1344870,22.41,24.9,25.0,0.0,-1.0,50.00,2.438992,0.039586,-0.025925,0.013660,1,5.4209,0.0213,5.3719,0.0198,17.341720,0.065511
1344.8,-2.423562,-0.009056,3.736841,45.40,0,26.53,10000000000.00,27.74,9.890356,-7.451431,1,1344970,22.42,24.9,25.0,0.0,-1.0,50.00,2.438925,0.039586,-0.025926,0.013660,1,5.4209,0.0213,5.3719,0.0198,17.341787,0.065512
1344.9,-2.442028,-0.009125,3.736518,45.40,0,26.49,10000000000.00,27.73,9.890356,-7.451499,1,1345070,22.42,24.9,25.0,0.0,-1.0,50.00,2.438858,0.039586,-0.025926,0.013660,1,5.4209,0.0213,5.3719,0.0198,17.341855,0.065512
1345,-2.460495,-0.009193,3.736356,45.40,0,26.50,10000000000.00,27.78,9.890356,-7.451567,1,1345170,22.42,24.9,25.0,0.0,-1.0,50.00,2.438789,0.039586,-0.025926,0.013660,1,5.4209,0.0213,5.3719,0.0198,17.341923,0.065512
1345.1,-2.476909,-0.009254,3.736033,45.40,0,26.50,10000000000.00,27.66,9.890356,-7.451635,1,1345270,22.42,24.9,25.0,0.0,-1.0,50.00,2.438721,0.039586,-0.025926,0.013659,1,5.4209,0.0213,5.3719,0.0198,17.341992,0.065512
1345.2,-1.863420,-0.006973,3.742014,45.40,0,26.68,10000000000.00,27.68,9.890356,-7.451692,1,1345370,22.42,24.9,25.0,0.0,-1.0,50.00,2.438664,0.039586,-0.025927,0.013659,1,5.4209,0.0213,5.3719,0.0198,17.342048,0.065513
1345.3,-1.990632,-0.007447,3.740883,45.40,0,26.58,10000000000.00,27.50,9.890356,-7.451747,1,1345470,22.42,24.9,25.0,0.0,-1.0,50.00,2.438610,0.039586,-0.025927,0.013659,1,5.4209,0.0213,5.3719,0.0198,17.342103,0.065513
1345.4,-1.986528,-0.007431,3.740883,45.39,0,26.47,10000000000.00,27.74,9.890356,-7.451802,1,1345570,22.43,24.9,25.0,0.0,-1.0,50.00,2.438554,0.039586,-0.025927,0.013659,1,5.4209,0.0213,5.3719,0.0198,17.342158,0.065513
1345.5,-1.998839,-0.007477,3.740721,45.39,0,26.56,10000000000.00,27.66,9.890356,-7.451857,1,1345670,22.43,24.9,25.0,0.0,-1.0,50.00,2.438499,0.039586,-0.025927,0.013659,1,5.4209,0.0213,5.3719,0.0198,17.342213,0.065513
1345.6,-2.011150,-0.007523,3.740559,45.39,0,26.44,10000000000.00,27.68,9.890356,-7.451913,1,1345770,22.43,24.9,25.0,0.0,-1.0,50.00,2.438443,0.039586,-0.025928,0.013658,1,5.4209,0.0213,5.3719,0.0198,17.342269,0.065513
1345.7,-2.023460,-0.007569,3.740559,45.39,0,26.57,10000000000.00,27.63,9.890356,-7.451969,1,1345870,22.43,24.9,25.0,0.0,-1.0,50.00,2.438387,0.039586,-0.025928,0.013658,1,5.4209,0.0213,5.3719,0.0198,17.342325,0.065514
1345.8,-2.033720,-0.007607,3.740398,45.39,0,26.56,10000000000.00,27.67,9.890356,-7.452025,1,1345970,22.43,24.9,25.0,0.0,-1.0,50.00,2.438331,0.039586,-0.025928,0.013658,1,5.4209,0.0213,5.3719,0.0198,17.342382,0.065514
1345.9,-2.048082,-0.007661,3.740398,45.39,0,26.63,10000000000.00,27.71,9.890356,-7.452082,1,1346070,22.43,24.9,25.0,0.0,-1.0,50.00,2.438274,0.039586,-0.025928,0.013658,1,5.4209,0.0213,5.3719,0.0198,17.342438,0.065514
1346,-2.058341,-0.007698,3.740074,45.39,0,26.48,10000000000.00,27.64,9.890356,-7.452139,1,1346170,22.44,24.9,25.0,0.0,-1.0,50.00,2.438217,0.039586,-0.025928,0.013658,1,5.4209,0.0213,5.3719,0.0198,17.342495,0.065514
1346.1,-2.068600,-0.007736,3.739913,45.39,0,26.54,10000000000.00,27.78,9.890356,-7.452197,1,1346270,22.44,24.9,25.0,0.0,-1.0,50.00,2.438159,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342553,0.065515
1346.2,-1.225309,-0.004593,3.748158,45.39,0,26.53,10000000000.00,27.68,9.890356,-7.452238,1,1346370,22.44,24.9,25.0,0.0,-1.0,50.00,2.438118,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342594,0.065515
1346.3,-1.391505,-0.005214,3.746703,45.39,0,26.55,10000000000.00,27.49,9.890356,-7.452275,1,1346470,22.44,24.9,25.0,0.0,-1.0,50.00,2.438081,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342631,0.065515
1346.4,-1.373039,-0.005145,3.747026,45.38,0,26.45,10000000000.00,27.76,9.890356,-7.452313,1,1346570,22.44,24.9,25.0,0.0,-1.0,50.00,2.438043,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342669,0.065515
1346.5,-1.379194,-0.005168,3.746865,45.38,0,26.59,10000000000.00,27.62,9.890356,-7.452352,1,1346670,22.44,24.9,25.0,0.0,-1.0,50.00,2.438004,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342708,0.065515
1346.6,-1.385350,-0.005191,3.746865,45.38,0,26.47,10000000000.00,27.60,9.890356,-7.452390,1,1346770,22.45,24.9,25.0,0.0,-1.0,50.00,2.437966,0.039586,-0.025929,0.013657,1,5.4209,0.0213,5.3719,0.0198,17.342746,0.065515
1346.7,-1.391505,-0.005214,3.746865,45.38,0,26.43,10000000000.00,27.66,9.890356,-7.452429,1,1346870,22.45,24.9,25.0,0.0,-1.0,50.00,2.437927,0.039586,-0.025929,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342785,0.065515
1346.8,-1.393557,-0.005221,3.746865,45.38,0,26.63,10000000000.00,27.69,9.890356,-7.452467,1,1346970,22.45,24.9,25.0,0.0,-1.0,50.00,2.437889,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342823,0.065516
1346.9,-1.399712,-0.005244,3.746703,45.38,0,26.56,10000000000.00,27.59,9.890356,-7.452506,1,1347070,22.45,24.9,25.0,0.0,-1.0,50.00,2.437850,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342862,0.065516
1347,-1.407920,-0.005275,3.746541,45.38,0,26.58,10000000000.00,27.68,9.890356,-7.452545,1,1347170,22.45,24.9,25.0,0.0,-1.0,50.00,2.437811,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342901,0.065516
1347.1,-1.412023,-0.005290,3.746541,45.38,0,26.60,10000000000.00,27.67,9.890356,-7.452584,1,1347270,22.45,24.9,25.0,0.0,-1.0,50.00,2.437772,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342941,0.065516
1347.2,-1.857264,-0.006951,3.742338,45.38,0,26.53,10000000000.00,27.66,9.890356,-7.452632,1,1347370,22.46,24.9,25.0,0.0,-1.0,50.00,2.437724,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.342988,0.065516
1347.3,-1.781348,-0.006668,3.742984,45.38,0,26.45,10000000000.00,27.66,9.890356,-7.452682,1,1347470,22.46,24.9,25.0,0.0,-1.0,50.00,2.437674,0.039586,-0.025930,0.013656,1,5.4209,0.0213,5.3719,0.0198,17.343039,0.065516
1347.4,-1.799814,-0.006737,3.742984,45.38,0,26.55,10000000000.00,27.74,9.890356,-7.452732,1,1347570,22.46,24.9,25.0,0.0,-1.0,50.00,2.437624,0.039586,-0.025931,0.013655,1,5.4209,0.0213,5.3719,0.0198,17.343088,0.065517
1347.5,-1.810073,-0.006774,3.742499,45.38,0,26.58,10000000000.00,27.66,9.890356,-7.452782,1,1347670,22.46,24.9,25.0,0.0,-1.0,50.00,2.437574,0.039586,-0.025931,0.013655,1,5.4209,0.0213,5.3719,0.0198,17.343139,0.065517
1347.6,-1.816228,-0.006797,3.742499,45.38,0,26.49,10000000000.00,27.61,9.890356,-7.452833,1,1347770,22.46,24.9,25.0,0.0,-1.0,50.00,2.437523,0.039586,-0.025931,0.013655,1,5.4209,0.0213,5.3719,0.0198,17.343189,0.065517
1347.7,-1.826487,-0.006835,3.742338,45.37,0,26.56,10000000000.00,27.59,9.890356,-7.452884,1,1347870,22.46,24.9,25.0,0.0,-1.0,50.00,2.437473,0.039586,-0.025931,0.013655,1,5.4209,0.0213,5.3719,0.0198,17.343240,0.065517
1347.8,-1.830591,-0.006851,3.742338,45.37,0,26.53,10000000000.00,27.66,9.890356,-7.452934,1,1347970,22.47,24.9,25.0,0.0,-1.0,50.00,2.437422,0.039586,-0.025931,0.013655,1,5.4209,0.0213,5.3719,0.0198,17.343291,0.065517
1347.9,-1.842902,-0.006896,3.742176,45.37,0,26.52,10000000000.00,27.68,9.890356,-7.452985,1,1348070,22.47,24.9,25.0,0.0,-1.0,50.00,2.437371,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343342,0.065517
1348,-1.849057,-0.006919,3.742176,45.37,0,26.58,10000000000.00,27.66,9.890356,-7.453037,1,1348170,22.47,24.9,25.0,0.0,-1.0,50.00,2.437319,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343393,0.065518
1348.1,-1.855213,-0.006942,3.742014,45.37,0,26.61,10000000000.00,27.61,9.890356,-7.453088,1,1348270,22.47,24.9,25.0,0.0,-1.0,50.00,2.437268,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343444,0.065518
1348.2,-0.962678,-0.003610,3.750421,45.37,0,26.52,10000000000.00,27.63,9.890356,-7.453123,1,1348370,22.47,24.9,25.0,0.0,-1.0,50.00,2.437234,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343479,0.065518
1348.3,-1.132978,-0.004248,3.749128,45.37,0,26.55,10000000000.00,27.45,9.890356,-7.453153,1,1348470,22.47,24.9,25.0,0.0,-1.0,50.00,2.437204,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343509,0.065518
1348.4,-1.112460,-0.004171,3.749451,45.37,0,26.58,10000000000.00,27.57,9.890356,-7.453184,1,1348570,22.48,24.9,25.0,0.0,-1.0,50.00,2.437172,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343540,0.065518
1348.5,-1.116563,-0.004186,3.749290,45.37,0,26.53,10000000000.00,27.61,9.890356,-7.453215,1,1348670,22.48,24.9,25.0,0.0,-1.0,50.00,2.437141,0.039586,-0.025932,0.013654,1,5.4209,0.0213,5.3719,0.0198,17.343571,0.065518
1348.6,-1.120667,-0.004202,3.749613,45.37,0,26.54,10000000000.00,27.56,9.890356,-7.453246,1,1348770,22.48,24.9,25.0,0.0,-1.0,50.00,2.437110,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343602,0.065518
1348.7,-1.122719,-0.004210,3.749451,45.37,0,26.57,10000000000.00,27.67,9.890356,-7.453277,1,1348870,22.48,24.9,25.0,0.0,-1.0,50.00,2.437079,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343633,0.065519
1348.8,-1.126822,-0.004225,3.749451,45.37,0,26.64,10000000000.00,27.67,9.890356,-7.453308,1,1348970,22.48,24.9,25.0,0.0,-1.0,50.00,2.437048,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343664,0.065519
1348.9,-1.128874,-0.004233,3.749451,45.37,0,26.58,10000000000.00,27.66,9.890356,-7.453340,1,1349070,22.48,24.9,25.0,0.0,-1.0,50.00,2.437017,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343696,0.065519
1349,-1.130926,-0.004240,3.749290,45.37,0,26.54,10000000000.00,27.66,9.890356,-7.453371,1,1349170,22.49,24.9,25.0,0.0,-1.0,50.00,2.436985,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343727,0.065519
1349.1,-1.135030,-0.004256,3.749290,45.36,0,26.52,10000000000.00,27.54,9.890356,-7.453402,1,1349270,22.49,24.9,25.0,0.0,-1.0,50.00,2.436954,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343759,0.065519
1349.2,-0.242495,-0.000911,3.757858,45.36,0,26.54,10000000000.00,27.44,9.890356,-7.453417,1,1349370,22.49,24.9,25.0,0.0,-1.0,50.00,2.436939,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343773,0.065519
1349.3,-0.408691,-0.001535,3.756565,45.36,0,26.55,10000000000.00,27.48,9.890356,-7.453427,1,1349470,22.49,24.9,25.0,0.0,-1.0,50.00,2.436929,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343783,0.065519
1349.4,-0.386122,-0.001451,3.756888,45.36,0,26.51,10000000000.00,27.68,9.890356,-7.453437,1,1349570,22.49,24.9,25.0,0.0,-1.0,50.00,2.436919,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343794,0.065519
1349.5,-0.386122,-0.001451,3.757050,45.36,0,26.50,10000000000.00,27.64,9.890356,-7.453448,1,1349670,22.49,24.9,25.0,0.0,-1.0,50.00,2.436908,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343804,0.065519
1349.6,-0.388173,-0.001458,3.757050,45.36,0,26.55,10000000000.00,27.57,9.890356,-7.453459,1,1349770,22.50,24.9,25.0,0.0,-1.0,50.00,2.436897,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343815,0.065519
1349.7,-0.388173,-0.001458,3.757050,45.36,0,26.43,10000000000.00,27.60,9.890356,-7.453470,1,1349870,22.50,24.9,25.0,0.0,-1.0,50.00,2.436886,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343826,0.065519
1349.8,-0.388173,-0.001458,3.757050,45.36,0,26.62,10000000000.00,27.58,9.890356,-7.453480,1,1349970,22.50,24.9,25.0,0.0,-1.0,50.00,2.436876,0.039586,-0.025933,0.013653,1,5.4209,0.0213,5.3719,0.0198,17.343837,0.065519
1349.9,-0.388173,-0.001458,3.757211,45.36,0,26.58,10000000000.00,27.66,9.890356,-7.453491,1,1350070,22.50,24.9,25.0,0.0,-1.0,50.00,2.436865,0.039586,-0.025933,0.013652,1,5.4209,0.0213,5.3719,0.0198,17.343847,0.065519
