RecordingTime,PEC_Measured_Current,PEC_Measured_Power,PEC_Measured_Voltage,Batt_SOC_Calculated,Frm_Temperature_Limit,Batt_Temp_Cell,Batt_Temp_NegPost,Batt_Temp_PosPost,PEC_Accumulated_Current_In,PEC_Accumulated_Current_Out,Week_Counter,Test_Position_Timer,Test_Postn_Tmr_min,TC_Loop1PV,TC_Loop1SP,TC_Loop2PV,TC_Loop2SP,Batt_SOC_Req,PEC_Accumulated_Current_Total,PEC_Accumulated_Power_In,PEC_Accumulated_Power_Out,PEC_Accumulated_Power_Total,LoopCnt1,Batt_Chrg_Capacity_Ah,Batt_Chrg_Capacity_kWh,Batt_Dischrg_Capacity_Ah,Batt_Dischrg_Capacity_kWh,Batt_Throughput_Ah,Batt_Throughput_kWh
s,A,kW,V,%,-,°C,°C,°C,Ah,Ah,-,-,min,°C,°C,-,-,%,Ah,kWh,kWh,kWh,-,Ah,kWh,Ah,kWh,Ah,kWh
Double,Float,Float,Float,Float,Long,Float,Float,Float,Double,Double,Long,Long,Float,Float,Float,Float,Float,Float,Float,Double,Double,Float,Long,Float,Float,Float,Float,Double,Double
7.9,0.003721,0.000014,3.740883,49.99,0,26.89,10000000000.00,29.96,9.852334,-7.166918,1,8070,0.13,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8,0.003721,0.000014,3.740883,49.99,0,26.91,10000000000.00,29.95,9.852334,-7.166918,1,8170,0.14,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.1,0.003721,0.000014,3.740883,49.99,0,26.75,10000000000.00,29.98,9.852334,-7.166918,1,8270,0.14,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.2,0.003721,0.000014,3.741044,49.99,0,27.04,10000000000.00,30.00,9.852334,-7.166918,1,8370,0.14,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.3,0.005773,0.000022,3.741044,49.99,0,26.79,10000000000.00,29.99,9.852334,-7.166918,1,8470,0.14,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.4,0.005773,0.000022,3.741044,49.99,0,26.95,10000000000.00,30.06,9.852334,-7.166918,1,8570,0.14,25.0,25.0,0.0,-1.0,50.00,2.685416,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.5,0.003721,0.000014,3.741206,49.99,0,26.87,10000000000.00,30.05,9.852335,-7.166918,1,8670,0.14,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.6,0.003721,0.000014,3.741206,49.99,0,26.92,10000000000.00,30.00,9.852335,-7.166918,1,8770,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019252,0.064308
8.7,0.003721,0.000014,3.741368,49.99,0,26.96,10000000000.00,30.01,9.852335,-7.166918,1,8870,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
8.8,0.003721,0.000014,3.741368,49.99,0,26.90,10000000000.00,29.97,9.852335,-7.166918,1,8970,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
8.9,0.001669,0.000006,3.741368,49.99,0,26.95,10000000000.00,29.99,9.852335,-7.166918,1,9070,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9,0.003721,0.000014,3.741368,49.99,0,26.79,10000000000.00,29.98,9.852335,-7.166918,1,9170,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.1,0.003721,0.000014,3.741529,49.99,0,26.85,10000000000.00,29.88,9.852335,-7.166918,1,9270,0.15,25.0,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.2,0.001669,0.000006,3.741368,49.99,0,26.80,10000000000.00,29.97,9.852335,-7.166918,1,9370,0.16,25.1,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.3,0.003721,0.000014,3.741691,49.99,0,26.81,10000000000.00,29.98,9.852335,-7.166918,1,9470,0.16,25.1,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.4,0.003721,0.000014,3.741691,49.99,0,26.94,10000000000.00,29.94,9.852335,-7.166918,1,9570,0.16,25.1,25.0,0.0,-1.0,50.00,2.685417,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.5,0.003721,0.000014,3.741691,49.99,0,26.92,10000000000.00,29.98,9.852335,-7.166918,1,9670,0.16,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.6,0.003721,0.000014,3.741853,49.99,0,26.91,10000000000.00,30.00,9.852336,-7.166918,1,9770,0.16,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019253,0.064308
9.7,0.003721,0.000014,3.741853,49.99,0,26.76,10000000000.00,29.90,9.852336,-7.166918,1,9870,0.16,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
9.8,0.003721,0.000014,3.741853,49.99,0,26.90,10000000000.00,29.97,9.852336,-7.166918,1,9970,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
9.9,0.003721,0.000014,3.742014,49.99,0,26.82,10000000000.00,29.92,9.852336,-7.166918,1,10070,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10,0.003721,0.000014,3.742014,49.99,0,26.75,10000000000.00,30.02,9.852336,-7.166918,1,10170,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.1,0.003721,0.000014,3.742176,49.99,0,26.88,10000000000.00,29.93,9.852336,-7.166918,1,10270,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.2,0.003721,0.000014,3.742176,49.99,0,26.89,10000000000.00,29.88,9.852336,-7.166918,1,10370,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.3,0.003721,0.000014,3.742338,49.99,0,26.81,10000000000.00,29.88,9.852336,-7.166918,1,10470,0.17,25.1,25.0,0.0,-1.0,50.00,2.685418,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.4,0.003721,0.000014,3.742176,49.99,0,26.86,10000000000.00,30.03,9.852336,-7.166918,1,10570,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.5,0.005773,0.000022,3.742499,49.99,0,26.81,10000000000.00,29.85,9.852337,-7.166918,1,10670,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.6,0.001669,0.000006,3.742338,49.99,0,26.87,10000000000.00,29.94,9.852337,-7.166918,1,10770,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019254,0.064308
10.7,0.005773,0.000022,3.742499,49.99,0,26.88,10000000000.00,29.87,9.852337,-7.166918,1,10870,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
10.8,0.003721,0.000014,3.742499,49.99,0,26.88,10000000000.00,29.86,9.852337,-7.166918,1,10970,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
10.9,0.005773,0.000022,3.742499,49.99,0,26.92,10000000000.00,29.96,9.852337,-7.166918,1,11070,0.18,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11,0.003721,0.000014,3.742499,49.99,0,26.83,10000000000.00,29.85,9.852337,-7.166918,1,11170,0.19,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.1,0.003721,0.000014,3.742499,49.99,0,26.81,10000000000.00,29.91,9.852337,-7.166918,1,11270,0.19,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.2,0.003721,0.000014,3.742661,49.99,0,26.90,10000000000.00,29.93,9.852337,-7.166918,1,11370,0.19,25.1,25.0,0.0,-1.0,50.00,2.685419,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.3,0.005773,0.000022,3.742661,49.99,0,26.90,10000000000.00,29.82,9.852337,-7.166918,1,11470,0.19,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.4,0.003721,0.000014,3.742823,49.99,0,26.92,10000000000.00,29.91,9.852337,-7.166918,1,11570,0.19,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.5,0.003721,0.000014,3.742823,49.99,0,26.86,10000000000.00,29.98,9.852338,-7.166918,1,11670,0.19,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.6,0.003721,0.000014,3.742984,49.99,0,26.93,10000000000.00,29.92,9.852338,-7.166918,1,11770,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019255,0.064308
11.7,0.003721,0.000014,3.742984,49.99,0,26.98,10000000000.00,29.90,9.852338,-7.166918,1,11870,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
11.8,0.003721,0.000014,3.743146,49.99,0,26.95,10000000000.00,29.90,9.852338,-7.166918,1,11970,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
11.9,0.005773,0.000022,3.743146,49.99,0,26.79,10000000000.00,29.87,9.852338,-7.166918,1,12070,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12,0.007825,0.000029,3.743308,49.99,0,26.89,10000000000.00,29.85,9.852338,-7.166918,1,12170,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.1,0.003721,0.000014,3.743146,49.99,0,26.79,10000000000.00,29.93,9.852338,-7.166918,1,12270,0.20,25.1,25.0,0.0,-1.0,50.00,2.685420,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.2,0.005773,0.000022,3.743469,49.99,0,26.90,10000000000.00,29.93,9.852338,-7.166918,1,12370,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.3,0.003721,0.000014,3.743308,49.99,0,26.89,10000000000.00,29.82,9.852338,-7.166918,1,12470,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.4,0.005773,0.000022,3.743308,49.99,0,26.90,10000000000.00,29.88,9.852338,-7.166918,1,12570,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.5,0.003721,0.000014,3.743469,49.99,0,26.92,10000000000.00,29.90,9.852339,-7.166918,1,12670,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019256,0.064308
12.6,0.003721,0.000014,3.743308,49.99,0,26.95,10000000000.00,29.86,9.852339,-7.166918,1,12770,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
12.7,0.003721,0.000014,3.743631,49.99,0,26.94,10000000000.00,29.95,9.852339,-7.166918,1,12870,0.21,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
12.8,0.003721,0.000014,3.743469,49.99,0,26.91,10000000000.00,29.95,9.852339,-7.166918,1,12970,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
12.9,0.005773,0.000022,3.743793,49.99,0,26.81,10000000000.00,29.81,9.852339,-7.166918,1,13070,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13,0.001669,0.000006,3.743469,49.99,0,26.86,10000000000.00,29.82,9.852339,-7.166918,1,13170,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.1,0.003721,0.000014,3.743631,49.99,0,26.98,10000000000.00,29.83,9.852339,-7.166918,1,13270,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.2,0.003721,0.000014,3.743793,49.99,0,26.92,10000000000.00,29.85,9.852339,-7.166918,1,13370,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.3,0.003721,0.000014,3.743793,49.99,0,26.92,10000000000.00,29.89,9.852339,-7.166918,1,13470,0.22,25.0,25.0,0.0,-1.0,50.00,2.685421,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.4,0.003721,0.000014,3.743954,49.99,0,26.79,10000000000.00,29.83,9.852339,-7.166918,1,13570,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.5,0.005773,0.000022,3.743954,49.99,0,26.89,10000000000.00,29.83,9.852340,-7.166918,1,13670,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019257,0.064308
13.6,0.005773,0.000022,3.743954,49.99,0,26.96,10000000000.00,29.74,9.852340,-7.166918,1,13770,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
13.7,0.003721,0.000014,3.743954,49.99,0,26.85,10000000000.00,29.84,9.852340,-7.166918,1,13870,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
13.8,0.003721,0.000014,3.744116,49.99,0,26.92,10000000000.00,29.85,9.852340,-7.166918,1,13970,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
13.9,0.007825,0.000029,3.744278,49.99,0,26.91,10000000000.00,29.88,9.852340,-7.166918,1,14070,0.23,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
14,0.005773,0.000022,3.744278,49.99,0,26.77,10000000000.00,29.77,9.852340,-7.166918,1,14170,0.24,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
14.1,0.003721,0.000014,3.744116,49.99,0,26.83,10000000000.00,29.87,9.852340,-7.166918,1,14270,0.24,25.0,25.0,0.0,-1.0,50.00,2.685422,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
14.2,0.003721,0.000014,3.744278,49.99,0,26.85,10000000000.00,29.89,9.852340,-7.166918,1,14370,0.24,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
14.3,0.003721,0.000014,3.744278,49.99,0,26.95,10000000000.00,29.88,9.852341,-7.166918,1,14470,0.24,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019258,0.064308
14.4,0.007825,0.000029,3.744278,49.99,0,26.92,10000000000.00,29.84,9.852341,-7.166918,1,14570,0.24,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
14.5,0.003721,0.000014,3.744278,49.99,0,26.85,10000000000.00,29.71,9.852341,-7.166918,1,14670,0.24,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
14.6,0.005773,0.000022,3.744439,49.99,0,26.97,10000000000.00,29.81,9.852341,-7.166918,1,14770,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
14.7,0.003721,0.000014,3.744439,49.99,0,26.87,10000000000.00,29.84,9.852341,-7.166918,1,14870,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
14.8,0.003721,0.000014,3.744439,49.99,0,26.92,10000000000.00,29.75,9.852341,-7.166918,1,14970,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
14.9,0.003721,0.000014,3.744601,49.99,0,26.82,10000000000.00,29.79,9.852341,-7.166918,1,15070,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
15,0.003721,0.000014,3.744601,49.99,0,26.83,10000000000.00,29.70,9.852341,-7.166918,1,15170,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
15.1,0.005773,0.000022,3.744601,49.99,0,26.78,10000000000.00,29.74,9.852341,-7.166918,1,15270,0.25,24.9,25.0,0.0,-1.0,50.00,2.685423,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
15.2,0.005773,0.000022,3.744601,49.99,0,26.96,10000000000.00,29.81,9.852341,-7.166918,1,15370,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
15.3,0.005773,0.000022,3.744763,49.99,0,26.92,10000000000.00,29.90,9.852342,-7.166918,1,15470,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019259,0.064308
15.4,0.003721,0.000014,3.744763,49.99,0,27.05,10000000000.00,29.82,9.852342,-7.166918,1,15570,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
15.5,0.005773,0.000022,3.744925,49.99,0,26.83,10000000000.00,29.89,9.852342,-7.166918,1,15670,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
15.6,0.005773,0.000022,3.744925,49.99,0,27.00,10000000000.00,29.79,9.852342,-7.166918,1,15770,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
15.7,0.003721,0.000014,3.744925,49.99,0,26.94,10000000000.00,29.84,9.852342,-7.166918,1,15870,0.26,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
15.8,0.003721,0.000014,3.744925,49.99,0,26.86,10000000000.00,29.80,9.852342,-7.166918,1,15970,0.27,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
15.9,0.005773,0.000022,3.745086,49.99,0,26.77,10000000000.00,29.85,9.852342,-7.166918,1,16070,0.27,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
16,0.003721,0.000014,3.745086,49.99,0,26.85,10000000000.00,29.81,9.852342,-7.166918,1,16170,0.27,24.9,25.0,0.0,-1.0,50.00,2.685424,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
16.1,0.003721,0.000014,3.745086,49.99,0,26.86,10000000000.00,29.82,9.852342,-7.166918,1,16270,0.27,24.9,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
16.2,0.003721,0.000014,3.745086,49.99,0,26.76,10000000000.00,29.84,9.852342,-7.166918,1,16370,0.27,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
16.3,0.003721,0.000014,3.745086,49.99,0,26.93,10000000000.00,29.81,9.852343,-7.166918,1,16470,0.27,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019260,0.064308
16.4,0.003721,0.000014,3.745086,49.99,0,26.77,10000000000.00,29.75,9.852343,-7.166918,1,16570,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
16.5,0.003721,0.000014,3.745086,49.99,0,26.99,10000000000.00,29.91,9.852343,-7.166918,1,16670,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
16.6,0.005773,0.000022,3.745086,49.99,0,26.92,10000000000.00,29.78,9.852343,-7.166918,1,16770,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
16.7,0.003721,0.000014,3.745248,49.99,0,26.91,10000000000.00,29.78,9.852343,-7.166918,1,16870,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
16.8,0.003721,0.000014,3.745248,49.99,0,26.87,10000000000.00,29.89,9.852343,-7.166918,1,16970,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
16.9,0.003721,0.000014,3.745409,49.99,0,26.85,10000000000.00,29.89,9.852343,-7.166918,1,17070,0.28,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
17,0.003721,0.000014,3.745409,49.99,0,26.85,10000000000.00,29.87,9.852343,-7.166918,1,17170,0.29,25.0,25.0,0.0,-1.0,50.00,2.685425,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
17.1,0.005773,0.000022,3.745409,49.99,0,26.86,10000000000.00,29.75,9.852343,-7.166918,1,17270,0.29,25.0,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
17.2,0.005773,0.000022,3.745571,49.99,0,26.87,10000000000.00,29.79,9.852343,-7.166918,1,17370,0.29,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
17.3,0.003721,0.000014,3.745409,49.99,0,26.83,10000000000.00,29.75,9.852344,-7.166918,1,17470,0.29,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019261,0.064308
17.4,0.003721,0.000014,3.745571,49.99,0,26.91,10000000000.00,29.87,9.852344,-7.166918,1,17570,0.29,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019262,0.064308
17.5,0.003721,0.000014,3.745409,49.99,0,26.80,10000000000.00,29.83,9.852344,-7.166918,1,17670,0.29,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019262,0.064308
17.6,0.003721,0.000014,3.745409,49.99,0,26.87,10000000000.00,29.69,9.852344,-7.166918,1,17770,0.30,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019262,0.064308
17.7,0.003721,0.000014,3.745733,49.99,0,26.95,10000000000.00,29.83,9.852344,-7.166918,1,17870,0.30,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019262,0.064308
17.8,0.005773,0.000022,3.745733,49.99,0,26.89,10000000000.00,29.88,9.852344,-7.166918,1,17970,0.30,25.1,25.0,0.0,-1.0,50.00,2.685426,0.039443,-0.024865,0.014578,1,5.4209,0.0213,5.3719,0.0198,17.019262,0.064308
